READING_ID,TIMESTAMP,CONTAINER_ID,COMMODITY,CATEGORY,PRICE_PER_KG,SHELF_LIFE_DAYS,OPTIMAL_TEMP_MIN,OPTIMAL_TEMP_MAX,RISK_LEVEL,ROUTE_KEY,SOURCE,DESTINATION,TEMPERATURE,HUMIDITY,VIBRATION,BATTERY_LEVEL,SPEED,LATITUDE,LONGITUDE
R000350,2026-08-06 17:44:50.000 -0700,A106,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Bengaluru -> Chennai,Bengaluru,Chennai,-19,52,0.5,41,89.1,19.511144,73.40706
R000351,2026-08-06 17:44:55.000 -0700,A105,Carrot,Vegetables,50,60,0,4,Low,Mumbai -> Delhi,Mumbai,Delhi,2,98,0.61,59,45.9,30.868552,76.15518
R000352,2026-08-06 17:45:00.000 -0700,A103,Apple,Fruits,180,45,0,4,Medium,Indore -> Bhopal,Indore,Bhopal,2,95,0.51,82,49.5,34.082003,75.112973
R000354,2026-08-06 17:45:10.000 -0700,A105,Frozen Peas,Frozen Foods,180,365,-20,-18,Medium,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,-19,50,0.33,83,88.3,30.316228,76.702643
R000355,2026-08-06 17:45:15.000 -0700,A107,Mango,Fruits,220,14,10,13,Medium,Lucknow -> Patna,Lucknow,Patna,11.5,86,0.55,74,74.2,17.803617,73.885991
R000356,2026-08-06 17:45:21.000 -0700,A103,Tomato,Vegetables,35,14,8,12,Low,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,10,87,0.74,82,47.6,22.555978,76.032934
R000358,2026-08-06 17:45:31.000 -0700,A103,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Mumbai -> Goa,Mumbai,Goa,7.5,86,0.74,83,63,17.580703,78.525437
R000359,2026-08-06 17:45:36.000 -0700,A108,Onion,Vegetables,40,120,0,4,Low,Pune -> Hyderabad,Pune,Hyderabad,2,74,0.66,68,82.1,20.290168,74.760589
R000361,2026-08-06 17:45:46.000 -0700,A108,Frozen Corn,Frozen Foods,160,365,-20,-18,Medium,Hyderabad -> Kolkata,Hyderabad,Kolkata,-19,47,0.15,84,54.1,22.573298,75.158171
R000363,2026-08-06 17:45:56.000 -0700,A104,Green Peas,Vegetables,120,14,0,2,Medium,Mumbai -> Goa,Mumbai,Goa,1,95,0.11,81,54.7,30.988126,76.9666
R000364,2026-08-06 17:46:01.000 -0700,A114,Carrot,Vegetables,50,60,0,4,Low,Delhi -> Amritsar,Delhi,Amritsar,2,100,0.25,82,83.7,30.829612,76.392852
R000368,2026-08-06 17:46:21.000 -0700,A115,Grapes,Fruits,120,21,0,2,Medium,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,1,95,0.55,49,38.1,19.829877,74.11346
R000369,2026-08-06 17:46:26.000 -0700,A111,Banana,Fruits,45,12,13,15,Medium,Nashik -> Delhi,Nashik,Delhi,14,89,0.26,78,70.6,17.087299,80.31738
R000370,2026-08-06 17:46:31.000 -0700,A104,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Lucknow -> Patna,Lucknow,Patna,7.5,88,0.2,74,67.7,17.484591,78.343026
R000372,2026-08-06 17:46:41.000 -0700,A110,Green Peas,Vegetables,120,14,0,2,Medium,Kolkata -> Guwahati,Kolkata,Guwahati,1,91,0.75,70,30.2,30.993817,76.460186
R000373,2026-08-06 17:46:46.000 -0700,A109,Tomato,Vegetables,35,14,8,12,Low,Indore -> Delhi,Indore,Delhi,10,85,0.72,75,78.7,23.067096,75.848802
R000375,2026-08-06 17:46:56.000 -0700,A101,Mango,Fruits,220,14,10,13,Medium,Indore -> Delhi,Indore,Delhi,11.5,,0.14,61,42.6,17.446558,75.086891
R000376,2026-08-06 17:47:01.000 -0700,A113,Cauliflower,Vegetables,55,20,0,2,Medium,Pune -> Hyderabad,Pune,Hyderabad,1,97,0.48,93,39.2,30.486772,76.134327
R000377,2026-08-06 17:47:06.000 -0700,A108,Cauliflower,Vegetables,55,20,0,2,Medium,Pune -> Lucknow,Pune,Lucknow,1,98,0.58,47,77.6,30.906745,76.699722
R000379,2026-08-06 17:47:16.000 -0700,A114,Apple,Fruits,180,45,0,4,Medium,Pune -> Hyderabad,Pune,Hyderabad,2,95,0.44,82,50.3,34.637038,75.195229
R000380,2026-08-06 17:47:21.000 -0700,A113,Onion,Vegetables,40,120,0,4,Low,Delhi -> Amritsar,Delhi,Amritsar,2,66,0.71,56,71.1,20.146524,74.42072
R000382,2026-08-06 17:47:31.000 -0700,A104,Orange,Fruits,80,30,3,8,Low,Nashik -> Delhi,Nashik,Delhi,5.5,88,0.59,99,55,21.071491,79.209887
R000384,2026-08-06 17:47:41.000 -0700,A109,Tomato,Vegetables,35,14,8,12,Low,Kochi -> Mumbai,Kochi,Mumbai,10,89,0.47,42,65.8,23.010143,75.154475
R000386,2026-08-06 17:47:51.000 -0700,A112,Banana,Fruits,45,12,13,15,Medium,Hyderabad -> Chennai,Hyderabad,Chennai,14,91,0.21,53,82.1,17.767165,80.859293
R000387,2026-08-06 17:47:56.000 -0700,A107,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Delhi -> Amritsar,Delhi,Amritsar,-19,40,0.31,96,78.3,19.947038,72.650021
R000388,2026-08-06 17:48:01.000 -0700,A112,Frozen Corn,Frozen Foods,160,365,-20,-18,Medium,Chennai -> Coimbatore,Chennai,Coimbatore,-19,41,0.82,61,75.9,22.245127,75.239748
R000392,2026-08-06 17:48:21.000 -0700,A109,Potato,Vegetables,30,90,4,8,Low,Kolkata -> Guwahati,Kolkata,Guwahati,6,90,0.63,64,82.8,22.743663,75.259723
R000393,2026-08-06 17:48:26.000 -0700,A107,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Mumbai -> Goa,Mumbai,Goa,7.5,86,0.2,58,36.7,17.125353,78.145412
R000394,2026-08-06 17:48:31.000 -0700,A108,Green Peas,Vegetables,120,14,0,2,Medium,Bengaluru -> Chennai,Bengaluru,Chennai,1,92,0.52,58,37.4,30.596805,76.639608
R000397,2026-08-06 17:48:46.000 -0700,A103,Orange,Fruits,80,30,3,8,Low,Nagpur -> Raipur,Nagpur,Raipur,5.5,86,0.45,81,66.7,20.891513,78.256362
R000398,2026-08-06 17:48:51.000 -0700,A102,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Delhi -> Amritsar,Delhi,Amritsar,7.5,89,0.75,54,50.2,17.321095,78.459977
R000399,2026-08-06 17:48:56.000 -0700,A114,Frozen Peas,Frozen Foods,180,365,-20,-18,Medium,Bengaluru -> Chennai,Bengaluru,Chennai,-19,46,0.88,100,73.1,30.824496,76.871958
R000401,2026-08-06 17:49:06.000 -0700,A106,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Kochi -> Bengaluru,Kochi,Bengaluru,-19,42,0.65,52,40.7,19.813988,73.038692
R000403,2026-08-06 17:49:16.000 -0700,A107,Mango,Fruits,220,14,10,13,Medium,Delhi -> Amritsar,Delhi,Amritsar,11.5,87,0.35,76,64.8,17.619487,73.529058
R000405,2026-08-06 17:49:26.000 -0700,A109,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Surat -> Pune,Surat,Pune,7.5,85,0.46,43,86.9,17.958584,78.027339
R000406,2026-08-06 17:49:31.000 -0700,A112,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Pune -> Lucknow,Pune,Lucknow,7.5,87,0.26,84,64.3,17.508247,78.19052
R000407,2026-08-06 17:49:36.000 -0700,A111,Orange,Fruits,80,30,3,8,Low,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,5.5,87,0.58,40,54,21.841408,79.783594
R000408,2026-08-06 17:49:41.000 -0700,A101,Potato,Vegetables,30,90,4,8,Low,Mumbai -> Jaipur,Mumbai,Jaipur,6,93,0.4,64,88.8,22.96354,75.606802
R000410,2026-08-06 17:49:51.000 -0700,A107,Mango,Fruits,220,14,10,13,Medium,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,11.5,87,0.21,79,54.9,18.780813,73.842434
R000413,2026-08-06 17:50:07.000 -0700,A114,Potato,Vegetables,30,90,4,8,Low,Chennai -> Coimbatore,Chennai,Coimbatore,6,90,0.55,46,38.5,22.829199,75.171671
R000414,2026-08-06 17:50:12.000 -0700,A104,Grapes,Fruits,120,21,0,2,Medium,Indore -> Bhopal,Indore,Bhopal,1,92,0.19,71,38,19.696767,73.806623
R000417,2026-08-06 17:50:27.000 -0700,A111,Cauliflower,Vegetables,55,20,0,2,Medium,Ahmedabad -> Delhi,Ahmedabad,Delhi,1,96,0.24,59,33.7,30.384132,76.892131
R000419,2026-08-06 17:50:37.000 -0700,A108,Green Peas,Vegetables,120,14,0,2,Medium,Surat -> Pune,Surat,Pune,1,94,0.56,90,71.1,30.47525,76.522168
R000423,2026-08-06 17:50:57.000 -0700,A114,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Nashik -> Delhi,Nashik,Delhi,-19,42,0.82,93,86.5,19.150897,72.526092
R000426,2026-08-06 17:51:12.000 -0700,A108,Capsicum,Vegetables,80,21,7,10,Medium,Pune -> Lucknow,Pune,Lucknow,8.5,90,0.45,40,38.4,12.767451,77.821258
R000427,2026-08-06 17:51:17.000 -0700,A106,Mango,Fruits,220,14,10,13,Medium,Ahmedabad -> Delhi,Ahmedabad,Delhi,11.5,90,0.56,67,70.8,18.627377,73.35892
R000428,2026-08-06 17:51:22.000 -0700,A106,Cauliflower,Vegetables,55,20,0,2,Medium,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,1,95,0.35,67,89.1,30.695858,76.329575
R000429,2026-08-06 17:51:27.000 -0700,A106,Cauliflower,Vegetables,55,20,0,2,Medium,Pune -> Hyderabad,Pune,Hyderabad,1,99,0.41,79,46.4,30.313192,76.698022
R000431,2026-08-06 17:51:37.000 -0700,A111,Carrot,Vegetables,50,60,0,4,Low,Kolkata -> Guwahati,Kolkata,Guwahati,2,96,0.6,73,39.3,30.224647,76.984694
R000432,2026-08-06 17:51:42.000 -0700,A108,Carrot,Vegetables,50,60,0,4,Low,Pune -> Nagpur,Pune,Nagpur,2,95,0.2,71,36.3,30.990374,76.029615
R000434,2026-08-06 17:51:52.000 -0700,A103,Cauliflower,Vegetables,55,20,0,2,Medium,Pune -> Hyderabad,Pune,Hyderabad,1,95,0.73,70,87.1,30.338384,76.33975
R000435,2026-08-06 17:51:57.000 -0700,A115,Grapes,Fruits,120,21,0,2,Medium,Ahmedabad -> Delhi,Ahmedabad,Delhi,1,93,0.18,86,75.7,20.13849,74.30701
R000437,2026-08-06 17:52:07.000 -0700,A104,Orange,Fruits,80,30,3,8,Low,Ahmedabad -> Delhi,Ahmedabad,Delhi,5.5,89,0.69,93,50.4,21.428937,78.674907
R000438,2026-08-06 17:52:12.000 -0700,A104,Capsicum,Vegetables,80,21,7,10,Medium,Bengaluru -> Chennai,Bengaluru,Chennai,8.5,90,0.44,56,66.6,12.726806,77.041927
R000440,2026-08-06 17:52:22.000 -0700,A101,Banana,Fruits,45,12,13,15,Medium,Pune -> Nagpur,Pune,Nagpur,14,94,0.29,59,32.2,17.049991,80.108991
R000441,2026-08-06 17:52:27.000 -0700,A110,Capsicum,Vegetables,80,21,7,10,Medium,Nashik -> Delhi,Nashik,Delhi,8.5,93,0.35,99,75.4,13.192931,77.705717
R000445,2026-08-06 17:52:47.000 -0700,A108,Frozen Peas,Frozen Foods,180,365,-20,-18,Medium,Nagpur -> Raipur,Nagpur,Raipur,-19,49,0.82,96,49.6,30.449366,76.622439
R000447,2026-08-06 17:52:57.000 -0700,A106,Apple,Fruits,180,45,0,4,Medium,Nagpur -> Raipur,Nagpur,Raipur,2,93,0.11,98,74.5,34.322847,75.019901
R000449,2026-08-06 17:53:07.000 -0700,A101,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,7.5,86,0.64,88,57.7,17.271326,78.814527
R000451,2026-08-06 17:53:17.000 -0700,A106,Tomato,Vegetables,35,14,8,12,Low,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,10,85,0.23,75,65.7,23.266855,75.875253
R000452,2026-08-06 17:53:22.000 -0700,A102,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Lucknow -> Patna,Lucknow,Patna,7.5,86,0.3,53,43.1,17.995164,78.195897
R000455,2026-08-06 17:53:37.000 -0700,A113,Apple,Fruits,180,45,0,4,Medium,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,2,92,0.68,69,88.5,34.24018,74.542337
R000459,2026-08-06 17:53:57.000 -0700,A104,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Lucknow -> Patna,Lucknow,Patna,-19,56,0.62,43,88.3,19.534104,73.18286
R000460,2026-08-06 17:54:02.000 -0700,A113,Green Peas,Vegetables,120,14,0,2,Medium,Kochi -> Mumbai,Kochi,Mumbai,1,90,0.52,92,67,30.972932,76.290526
R000464,2026-08-06 17:54:22.000 -0700,A114,Potato,Vegetables,30,90,4,8,Low,Indore -> Bhopal,Indore,Bhopal,6,94,0.5,47,76.2,22.906368,76.075148
R000468,2026-08-06 17:54:42.000 -0700,A108,Banana,Fruits,45,12,13,15,Medium,Hyderabad -> Kolkata,Hyderabad,Kolkata,14,91,0.25,54,46,16.866763,81.316744
R000470,2026-08-06 17:54:52.000 -0700,A109,Apple,Fruits,180,45,0,4,Medium,Kochi -> Bengaluru,Kochi,Bengaluru,2,95,0.23,51,75.2,34.374516,74.873694
R000472,2026-08-06 17:55:03.000 -0700,A110,Green Peas,Vegetables,120,14,0,2,Medium,Pune -> Hyderabad,Pune,Hyderabad,1,94,0.32,69,68.9,30.150695,76.226153
R000476,2026-08-06 17:55:23.000 -0700,A106,Banana,Fruits,45,12,13,15,Medium,Mumbai -> Goa,Mumbai,Goa,14,95,0.56,41,33.9,16.718591,81.01266
R000477,2026-08-06 17:55:28.000 -0700,A103,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Bengaluru -> Chennai,Bengaluru,Chennai,-19,55,0.34,47,69.3,19.887598,72.544753
R000478,2026-08-06 17:55:33.000 -0700,A105,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Nagpur -> Raipur,Nagpur,Raipur,-19,47,0.41,97,34.7,19.469364,73.044704
R000480,2026-08-06 17:55:43.000 -0700,A106,Mango,Fruits,220,14,10,13,Medium,Nashik -> Jaipur,Nashik,Jaipur,11.5,86,0.77,43,80,18.478001,74.858297
R000481,2026-08-06 17:55:48.000 -0700,A109,Mango,Fruits,220,14,10,13,Medium,Bengaluru -> Chennai,Bengaluru,Chennai,11.5,88,0.18,70,34.2,19.192545,74.205312
R000484,2026-08-06 17:56:03.000 -0700,A115,Green Peas,Vegetables,120,14,0,2,Medium,Hyderabad -> Bengaluru,Hyderabad,Bengaluru,1,95,0.76,71,61.5,30.881502,76.039644
R000487,2026-08-06 17:56:18.000 -0700,A107,Cauliflower,Vegetables,55,20,0,2,Medium,Pune -> Nagpur,Pune,Nagpur,1,96,0.63,64,48.1,30.397338,76.765109
R000490,2026-08-06 17:56:33.000 -0700,A102,Grapes,Fruits,120,21,0,2,Medium,Indore -> Bhopal,Indore,Bhopal,1,90,0.65,90,54.9,19.612243,73.039109
R000496,2026-08-06 17:57:03.000 -0700,A102,Cabbage,Vegetables,30,60,0,2,Low,Kochi -> Bengaluru,Kochi,Bengaluru,1,95,0.18,45,79.8,30.493791,76.674868
R000497,2026-08-06 17:57:08.000 -0700,A112,Grapes,Fruits,120,21,0,2,Medium,Kochi -> Bengaluru,Kochi,Bengaluru,1,93,0.38,68,74.8,20.470702,73.351801
R000498,2026-08-06 17:57:13.000 -0700,A106,Orange,Fruits,80,30,3,8,Low,Surat -> Pune,Surat,Pune,5.5,86,0.63,100,46,20.090892,78.421938
R000503,2026-08-06 17:57:38.000 -0700,A104,Tomato,Vegetables,35,14,8,12,Low,Nagpur -> Raipur,Nagpur,Raipur,10,85,0.14,42,83.3,22.976699,75.857612
R000507,2026-08-06 17:57:58.000 -0700,A102,Potato,Vegetables,30,90,4,8,Low,Pune -> Lucknow,Pune,Lucknow,6,93,0.53,85,43.4,22.091348,76.378708
R000509,2026-08-06 17:58:08.000 -0700,A110,Frozen Peas,Frozen Foods,180,365,-20,-18,Medium,Bengaluru -> Kochi,Bengaluru,Kochi,-19,55,0.65,61,58,30.649728,76.226403
R000510,2026-08-06 17:58:13.000 -0700,A113,Frozen Corn,Frozen Foods,160,365,-20,-18,Medium,Bengaluru -> Kochi,Bengaluru,Kochi,-19,49,0.3,59,62.8,22.872205,75.108647
R000512,2026-08-06 17:58:23.000 -0700,A111,Orange,Fruits,80,30,3,8,Low,Pune -> Lucknow,Pune,Lucknow,5.5,86,0.61,51,56,20.948182,78.359247
R000514,2026-08-06 17:58:33.000 -0700,A110,Cabbage,Vegetables,30,60,0,2,Low,Bengaluru -> Chennai,Bengaluru,Chennai,1,98,0.4,76,82.5,30.870268,76.683547
R000515,2026-08-06 17:58:38.000 -0700,A106,Grapes,Fruits,120,21,0,2,Medium,Pune -> Nagpur,Pune,Nagpur,1,93,0.53,99,71.9,19.08929,73.409936
R000517,2026-08-06 17:58:48.000 -0700,A111,Orange,Fruits,80,30,3,8,Low,Hyderabad -> Kolkata,Hyderabad,Kolkata,5.5,85,0.36,53,69.8,21.680618,78.299188
R000518,2026-08-06 17:58:53.000 -0700,A114,Orange,Fruits,80,30,3,8,Low,Kochi -> Bengaluru,Kochi,Bengaluru,5.5,87,0.66,92,59.1,21.609677,79.202527
R000519,2026-08-06 17:58:58.000 -0700,A114,Potato,Vegetables,30,90,4,8,Low,Bengaluru -> Kochi,Bengaluru,Kochi,6,95,0.37,46,63.8,23.245464,76.034107
R000520,2026-08-06 17:59:03.000 -0700,A106,Onion,Vegetables,40,120,0,4,Low,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,2,74,0.28,56,70.4,20.223491,74.069021
R000521,2026-08-06 17:59:08.000 -0700,A104,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Delhi -> Amritsar,Delhi,Amritsar,7.5,85,0.43,46,70.3,17.925626,78.915788
R000522,2026-08-06 17:59:13.000 -0700,A113,Banana,Fruits,45,12,13,15,Medium,Pune -> Lucknow,Pune,Lucknow,14,90,0.79,88,36.2,17.629252,80.983723
R000525,2026-08-06 17:59:28.000 -0700,A112,Green Peas,Vegetables,120,14,0,2,Medium,Nagpur -> Hyderabad,Nagpur,Hyderabad,1,95,0.79,40,53.7,30.517847,76.99395
R000530,2026-08-06 17:59:53.000 -0700,A105,Potato,Vegetables,30,90,4,8,Low,Kochi -> Bengaluru,Kochi,Bengaluru,6,94,0.22,97,69.3,23.20246,76.457287
R000531,2026-08-06 17:59:58.000 -0700,A107,Pineapple,Fruits,90,20,7,10,Low,Surat -> Pune,Surat,Pune,8.5,85,0.39,100,83.8,11.467583,77.348669
R000533,2026-08-06 18:00:08.000 -0700,A105,Green Peas,Vegetables,120,14,0,2,Medium,Delhi -> Amritsar,Delhi,Amritsar,1,95,0.15,60,82.7,30.399229,76.374543
R000534,2026-08-06 18:00:13.000 -0700,A102,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Delhi -> Amritsar,Delhi,Amritsar,-19,51,0.62,75,43.9,19.942828,72.822915
R000535,2026-08-06 18:00:18.000 -0700,A109,Banana,Fruits,45,12,13,15,Medium,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,14,93,0.53,40,89.8,16.853697,81.123149
R000536,2026-08-06 18:00:24.000 -0700,A103,Banana,Fruits,45,12,13,15,Medium,Bengaluru -> Chennai,Bengaluru,Chennai,14,92,0.75,41,62.5,17.59897,81.243535
R000537,2026-08-06 18:00:29.000 -0700,A108,Potato,Vegetables,30,90,4,8,Low,Nagpur -> Raipur,Nagpur,Raipur,6,95,0.43,100,88.4,23.101793,75.503052
R000538,2026-08-06 18:00:34.000 -0700,A114,Banana,Fruits,45,12,13,15,Medium,Nashik -> Jaipur,Nashik,Jaipur,14,86,0.3,95,62,16.97319,81.023413
R000539,2026-08-06 18:00:39.000 -0700,A110,Grapes,Fruits,120,21,0,2,Medium,Hyderabad -> Chennai,Hyderabad,Chennai,1,90,0.25,46,41.7,19.108137,73.482004
R000541,2026-08-06 18:00:49.000 -0700,A110,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Hyderabad -> Kolkata,Hyderabad,Kolkata,-19,45,0.86,53,63,19.323023,73.473064
R000544,2026-08-06 18:01:04.000 -0700,A108,Capsicum,Vegetables,80,21,7,10,Medium,Bengaluru -> Chennai,Bengaluru,Chennai,8.5,91,0.45,67,39.2,12.995005,77.985775
R000546,2026-08-06 18:01:14.000 -0700,A101,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Bengaluru -> Chennai,Bengaluru,Chennai,-19,52,0.41,48,80.2,19.657382,73.285881
R000547,2026-08-06 18:01:19.000 -0700,A110,Cauliflower,Vegetables,55,20,0,2,Medium,Kolkata -> Guwahati,Kolkata,Guwahati,1,99,0.41,75,34.3,30.534988,76.050837
R000548,2026-08-06 18:01:24.000 -0700,A102,Potato,Vegetables,30,90,4,8,Low,Nagpur -> Raipur,Nagpur,Raipur,6,92,0.63,46,81.3,22.08388,75.86111
R000549,2026-08-06 18:01:29.000 -0700,A112,Capsicum,Vegetables,80,21,7,10,Medium,Kochi -> Bengaluru,Kochi,Bengaluru,8.5,94,0.58,83,59,12.973249,77.221995
R000551,2026-08-06 18:01:39.000 -0700,A109,Tomato,Vegetables,35,14,8,12,Low,Kolkata -> Guwahati,Kolkata,Guwahati,10,88,0.69,93,32.2,22.43217,75.542752
R000552,2026-08-06 18:01:44.000 -0700,A115,Cabbage,Vegetables,30,60,0,2,Low,Nashik -> Jaipur,Nashik,Jaipur,1,96,0.58,89,87.5,30.313832,76.512811
R000553,2026-08-06 18:01:49.000 -0700,A102,Papaya,Fruits,70,10,10,13,Low,Kolkata -> Guwahati,Kolkata,Guwahati,11.5,89,0.18,73,38.5,16.338065,78.099886
R000554,2026-08-06 18:01:54.000 -0700,A107,Potato,Vegetables,30,90,4,8,Low,Ahmedabad -> Delhi,Ahmedabad,Delhi,6,93,0.64,59,46.1,22.878911,75.39563
R000560,2026-08-06 18:02:24.000 -0700,A114,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Lucknow -> Patna,Lucknow,Patna,7.5,89,0.29,56,72,17.292164,78.465515
R000561,2026-08-06 18:02:29.000 -0700,A102,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Kochi -> Mumbai,Kochi,Mumbai,-19,52,0.7,51,84.5,19.393273,72.765552
R000562,2026-08-06 18:02:34.000 -0700,A109,Green Peas,Vegetables,120,14,0,2,Medium,Pune -> Nagpur,Pune,Nagpur,1,92,0.79,98,54.1,30.238124,76.666877
R000563,2026-08-06 18:02:39.000 -0700,A109,Frozen Peas,Frozen Foods,180,365,-20,-18,Medium,Kolkata -> Guwahati,Kolkata,Guwahati,-19,47,0.63,95,69.2,30.212245,76.19512
R000564,2026-08-06 18:02:44.000 -0700,A104,Pineapple,Fruits,90,20,7,10,Low,Nashik -> Delhi,Nashik,Delhi,8.5,90,0.32,74,88.9,11.190796,77.087583
R000565,2026-08-06 18:02:49.000 -0700,A104,Frozen Corn,Frozen Foods,160,365,-20,-18,Medium,Pune -> Hyderabad,Pune,Hyderabad,-19,50,0.3,41,61.5,23.23289,75.647367
R000571,2026-08-06 18:03:19.000 -0700,A104,Capsicum,Vegetables,80,21,7,10,Medium,Mumbai -> Jaipur,Mumbai,Jaipur,8.5,91,0.61,60,33.5,13.082794,77.400333
R000573,2026-08-06 18:03:29.000 -0700,A101,Mango,Fruits,220,14,10,13,Medium,Bengaluru -> Chennai,Bengaluru,Chennai,11.5,88,0.33,100,34.3,18.713199,74.423726
R000577,2026-08-06 18:03:49.000 -0700,A108,Tomato,Vegetables,35,14,8,12,Low,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,10,86,0.14,60,66.5,23.375127,76.119703
R000578,2026-08-06 18:03:54.000 -0700,A103,Potato,Vegetables,30,90,4,8,Low,Nagpur -> Hyderabad,Nagpur,Hyderabad,6,90,0.45,97,85.6,22.435469,75.912225
R000579,2026-08-06 18:03:59.000 -0700,A113,Onion,Vegetables,40,120,0,4,Low,Kochi -> Mumbai,Kochi,Mumbai,2,69,0.24,62,54.6,20.440302,74.207104
R000580,2026-08-06 18:04:04.000 -0700,A105,Frozen Peas,Frozen Foods,180,365,-20,-18,Medium,Mumbai -> Jaipur,Mumbai,Jaipur,-19,46,0.27,40,81.4,30.987457,76.779022
R000581,2026-08-06 18:04:09.000 -0700,A115,Apple,Fruits,180,45,0,4,Medium,Pune -> Nagpur,Pune,Nagpur,2,91,0.45,43,45,34.001933,74.680741
R000589,2026-08-06 18:04:49.000 -0700,A104,Carrot,Vegetables,50,60,0,4,Low,Nagpur -> Raipur,Nagpur,Raipur,3.6,96,0.79,79,55.5,30.074763,76.776913
R000597,2026-08-06 18:05:29.000 -0700,A102,Carrot,Vegetables,50,60,0,4,Low,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,2.4,,0.55,93,46.6,30.487553,76.008898
R000718,2026-08-06 18:15:36.000 -0700,A109,Orange,Fruits,80,30,3,8,Low,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,3.02,87,0.43,65,31.1,20.874035,79.600422
R000727,2026-08-06 18:16:21.000 -0700,A102,Medicines,Pharmaceuticals,1200,730,15,25,High,Nagpur -> Hyderabad,Nagpur,Hyderabad,15.86,35,0.42,91,87.1,17.253167,78.148278
R000750,2026-08-06 18:18:17.000 -0700,A103,Tomato,Vegetables,35,14,8,12,Low,Indore -> Bhopal,Indore,Bhopal,10.8,89,0.53,71,54.4,22.068478,76.181675
R000757,2026-08-06 18:18:52.000 -0700,A105,Asparagus,Exotic Fruits & Vegetables,450,10,2,4,High,Mumbai -> Jaipur,Mumbai,Jaipur,2.35,99,0.65,96,52.7,12.841393,77.603423
R000837,2026-08-06 18:25:33.000 -0700,A112,Orange,Fruits,80,30,3,8,Low,Hyderabad -> Kolkata,Hyderabad,Kolkata,14.02,86,0.56,87,63.5,21.561569,79.661076
R000873,2026-08-06 18:28:34.000 -0700,A106,Green Peas,Vegetables,120,14,0,2,Medium,Chennai -> Coimbatore,Chennai,Coimbatore,0.86,93,0.69,98,31.7,30.384492,76.426307
R000886,2026-08-06 18:29:39.000 -0700,A114,Potato,Vegetables,30,90,4,8,Low,Visakhapatnam -> Bhubaneswar,Visakhapatnam,Bhubaneswar,6.63,91,0.29,71,48.6,22.616431,75.62905
R000895,2026-08-06 18:30:24.000 -0700,A106,Medicines,Pharmaceuticals,1200,730,15,25,High,Hyderabad -> Kolkata,Hyderabad,Kolkata,19.04,47,0.49,42,71,17.134741,78.794493
R000960,2026-08-06 18:35:50.000 -0700,A108,Frozen French Fries,Frozen Foods,220,365,-20,-18,Medium,Chennai -> Coimbatore,Chennai,Coimbatore,-18.67,55,0.85,92,35.9,19.803037,72.959501
R001008,2026-08-06 18:39:51.000 -0700,A114,Ice Cream,Frozen Foods,250,180,-25,-18,High,Ahmedabad -> Chandigarh,Ahmedabad,Chandigarh,-24.8,60,0.69,80,49.2,19.5185,72.820079
R001085,2026-08-06 18:46:17.000 -0700,A103,Dragon Fruit,Exotic Fruits & Vegetables,250,20,5,10,Medium,Mumbai -> Jaipur,Mumbai,Jaipur,6.17,90,0.51,40,42.6,17.87215,78.949479
